customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureSegment,MonthlyChargesSegment,ContractSegment,LTV,HighRiskHighValue
5611,1,1,0,0,67,1,2,1,2,2,2,2,2,2,2,1,1,116.1,5925,0,48-72 mois,90+$,Two Year,7778.7,False
2209,0,0,0,0,60,1,0,1,2,0,2,2,2,2,0,1,0,104.95,5058,0,48-72 mois,90+$,Month-to-Month,6297.0,False
4032,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.05,3810,1,0-12 mois,30-60$,Month-to-Month,45.05,False
5250,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,5563,1,0-12 mois,60-90$,Month-to-Month,71.0,False
6918,1,0,1,1,58,0,1,0,2,2,2,0,2,0,1,0,3,50.0,2521,0,48-72 mois,30-60$,One Year,2900.0,False
1179,0,1,1,1,47,1,0,1,0,0,0,0,0,0,0,0,0,70.55,2871,1,24-48 mois,60-90$,Month-to-Month,3315.85,False
335,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.7,5971,1,0-12 mois,60-90$,Month-to-Month,79.7,False
1827,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,1614,0,0-12 mois,0-30$,Month-to-Month,20.45,False
5566,1,0,0,0,22,1,2,0,2,2,0,0,0,0,0,0,2,59.0,465,1,12-24 mois,30-60$,Month-to-Month,1298.0,False
6256,0,0,0,0,48,1,0,0,2,0,2,2,0,0,1,1,1,60.35,2497,1,24-48 mois,60-90$,One Year,2896.8,False
5268,0,0,1,0,37,1,0,2,1,1,1,1,1,1,1,1,0,19.85,5609,0,24-48 mois,0-30$,One Year,734.45,False
6694,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,2,19.95,2182,0,12-24 mois,0-30$,One Year,259.34999999999997,False
5849,1,0,0,0,43,1,2,2,1,1,1,1,1,1,2,0,0,26.45,211,0,24-48 mois,0-30$,Two Year,1137.35,False
4603,0,0,0,0,6,0,1,0,2,2,2,2,2,2,2,1,3,63.4,3015,0,0-12 mois,60-90$,Two Year,380.4,False
4358,1,0,0,0,71,0,1,0,2,2,2,2,2,0,2,0,0,53.95,3327,0,48-72 mois,30-60$,Two Year,3830.4500000000003,False
464,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5442,1,0-12 mois,60-90$,Month-to-Month,69.25,False
5503,0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,2,95.1,5405,0,48-72 mois,90+$,Two Year,6847.2,False
1129,0,1,0,0,6,1,0,1,2,0,0,0,0,0,0,1,2,74.1,3829,0,0-12 mois,60-90$,Month-to-Month,444.59999999999997,False
651,1,0,1,1,12,0,1,0,0,2,0,2,0,0,0,0,3,35.5,3674,0,0-12 mois,30-60$,Month-to-Month,426.0,False
1434,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1292,1,24-48 mois,60-90$,Month-to-Month,1773.75,False
3275,0,0,1,0,21,1,0,1,0,0,2,2,0,0,1,0,2,79.2,1257,0,12-24 mois,60-90$,One Year,1663.2,False
5488,0,0,1,1,6,1,0,0,0,0,0,2,0,0,0,1,3,48.8,2565,0,0-12 mois,30-60$,Month-to-Month,292.79999999999995,False
411,1,0,1,0,20,1,0,1,0,0,0,0,2,2,0,1,3,89.0,1373,1,12-24 mois,60-90$,Month-to-Month,1780.0,False
5514,1,0,1,0,18,1,2,1,2,0,0,0,2,2,0,1,2,99.4,1260,1,12-24 mois,90+$,Month-to-Month,1789.2,False
6763,0,0,0,0,43,1,0,0,0,2,0,2,0,0,1,0,2,55.45,2095,0,24-48 mois,30-60$,One Year,2384.35,False
3978,0,0,1,1,35,1,2,2,1,1,1,1,1,1,2,1,1,25.4,6437,0,24-48 mois,0-30$,Two Year,889.0,False
6851,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,73.5,5665,1,0-12 mois,60-90$,Month-to-Month,73.5,False
459,1,1,1,0,32,1,2,1,0,2,2,0,0,2,0,1,2,93.5,2567,0,24-48 mois,90+$,Month-to-Month,2992.0,False
4391,1,0,0,0,52,0,1,0,2,2,2,2,2,2,2,0,1,63.9,2893,0,48-72 mois,60-90$,Two Year,3322.7999999999997,False
324,1,0,0,0,32,1,0,0,0,0,0,0,2,2,1,1,0,64.85,1639,0,24-48 mois,60-90$,One Year,2075.2,False
184,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,63.8,3962,0,48-72 mois,60-90$,Two Year,4593.599999999999,False
2901,1,0,0,0,51,0,1,0,2,0,0,2,0,2,0,1,1,44.45,1795,0,48-72 mois,30-60$,Month-to-Month,2266.9500000000003,False
1474,1,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.95,556,0,48-72 mois,0-30$,Two Year,1356.6,False
1899,1,1,1,0,8,0,1,0,0,2,2,0,0,2,0,1,3,43.35,3197,0,0-12 mois,30-60$,Month-to-Month,346.8,False
1304,1,0,1,0,49,0,1,0,0,2,0,0,2,2,2,0,1,49.65,2053,0,48-72 mois,30-60$,Two Year,2432.85,False
6639,0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,85.1,5022,0,48-72 mois,60-90$,Two Year,6127.2,False
379,1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,6126,1,0-12 mois,90+$,Month-to-Month,859.5,False
2333,0,0,1,0,28,1,0,1,2,0,0,0,2,2,0,1,3,92.35,2251,1,24-48 mois,90+$,Month-to-Month,2585.7999999999997,False
3068,1,0,0,0,54,1,0,1,2,0,2,0,2,0,0,0,3,89.8,3946,0,48-72 mois,60-90$,Month-to-Month,4849.2,False
982,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,2,74.55,6106,1,0-12 mois,60-90$,Month-to-Month,820.05,False
2035,0,0,1,1,50,1,0,1,0,0,2,2,2,2,1,0,3,103.05,4330,0,48-72 mois,90+$,One Year,5152.5,False
62,0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,2,116.0,6092,0,48-72 mois,90+$,Two Year,8004.0,False
3929,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,5453,0,0-12 mois,60-90$,Month-to-Month,69.9,False
1298,1,0,1,1,68,1,0,1,2,2,0,2,0,2,2,0,0,95.1,5303,0,48-72 mois,90+$,Two Year,6466.799999999999,False
1780,1,0,0,1,40,0,1,0,2,2,0,2,0,0,1,0,3,40.25,1011,0,24-48 mois,30-60$,One Year,1610.0,False
3776,1,0,1,1,31,1,2,2,1,1,1,1,1,1,2,0,3,25.75,5800,0,24-48 mois,0-30$,Two Year,798.25,False
5712,0,1,0,1,33,1,2,1,0,2,2,0,2,2,0,1,0,105.35,2997,0,24-48 mois,90+$,Month-to-Month,3476.5499999999997,False
5486,1,1,1,0,55,1,2,1,0,2,2,2,2,2,2,1,2,113.6,5082,0,48-72 mois,90+$,Two Year,6248.0,False
3701,1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,1,0,24.0,1148,0,48-72 mois,0-30$,Two Year,1632.0,False
120,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,0,19.4,1582,0,0-12 mois,0-30$,Month-to-Month,232.79999999999998,False
6626,1,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,0,86.1,4941,0,48-72 mois,60-90$,Two Year,6113.099999999999,False
2337,1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,3,102.65,3496,0,24-48 mois,90+$,Month-to-Month,4106.0,False
3765,0,0,1,1,64,1,2,1,0,2,2,0,0,2,1,1,2,92.85,4898,0,48-72 mois,90+$,One Year,5942.4,False
3748,1,0,1,0,53,1,2,1,0,2,0,2,0,2,1,0,0,97.75,4273,0,48-72 mois,90+$,One Year,5180.75,False
6213,1,1,0,0,12,1,0,1,0,2,2,2,0,0,0,1,3,83.8,61,1,0-12 mois,60-90$,Month-to-Month,1005.5999999999999,False
4465,1,1,0,0,53,0,1,0,0,2,2,0,2,2,0,1,2,54.45,2464,1,48-72 mois,30-60$,Month-to-Month,2885.8500000000004,False
4372,1,0,1,0,72,1,2,1,2,2,2,0,2,0,2,1,1,97.95,5583,0,48-72 mois,90+$,Two Year,7052.400000000001,False
3763,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,2,19.95,6337,0,24-48 mois,0-30$,Two Year,917.6999999999999,False
3146,1,0,0,0,40,1,2,2,1,1,1,1,1,1,2,1,3,24.6,6494,0,24-48 mois,0-30$,Two Year,984.0,False
3764,1,0,0,0,12,0,1,0,2,2,0,2,2,0,0,1,0,50.95,4946,0,0-12 mois,30-60$,Month-to-Month,611.4000000000001,False
2797,1,0,0,0,9,1,0,1,2,0,0,0,0,0,0,0,2,75.6,5273,0,0-12 mois,60-90$,Month-to-Month,680.4,False
2372,0,0,1,1,51,1,2,1,0,0,0,2,0,0,0,1,2,80.75,3509,0,48-72 mois,60-90$,Month-to-Month,4118.25,False
3609,1,0,1,1,49,1,0,1,0,2,2,0,2,0,0,1,1,90.4,3807,0,48-72 mois,90+$,Month-to-Month,4429.6,False
1962,1,1,1,0,41,1,2,1,0,0,2,0,2,2,0,1,2,99.8,3626,1,24-48 mois,90+$,Month-to-Month,4091.7999999999997,True
2432,0,0,0,0,56,1,0,0,2,0,2,2,0,0,1,1,1,60.25,2853,0,48-72 mois,60-90$,One Year,3374.0,False
2329,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,20.2,4565,0,0-12 mois,0-30$,Month-to-Month,80.8,False
4101,1,0,1,0,20,1,0,0,2,0,0,2,0,2,1,1,3,64.15,503,0,12-24 mois,60-90$,One Year,1283.0,False
3727,0,0,1,1,26,1,0,2,1,1,1,1,1,1,0,1,1,20.25,4181,0,24-48 mois,0-30$,Month-to-Month,526.5,False
1537,0,0,1,1,20,1,2,1,0,2,2,0,2,2,0,1,0,105.85,1873,1,12-24 mois,90+$,Month-to-Month,2117.0,False
5253,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,75.45,4055,1,0-12 mois,60-90$,Month-to-Month,528.15,False
3218,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,93.85,5125,1,0-12 mois,90+$,Month-to-Month,656.9499999999999,False
3995,1,0,0,0,51,1,0,1,0,2,2,0,2,2,0,1,2,99.0,4267,0,48-72 mois,90+$,Month-to-Month,5049.0,False
1836,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,1,3,80.3,2816,0,0-12 mois,60-90$,Month-to-Month,321.2,False
1759,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.55,1484,0,0-12 mois,0-30$,Month-to-Month,19.55,False
5363,1,0,1,1,27,1,2,1,2,2,0,2,2,0,0,0,2,100.75,2420,0,24-48 mois,90+$,Month-to-Month,2720.25,False
3959,1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,2,100.75,1725,1,12-24 mois,90+$,Month-to-Month,2216.5,False
4887,1,0,0,0,12,1,0,0,0,2,0,2,0,0,0,1,3,53.75,5200,0,0-12 mois,30-60$,Month-to-Month,645.0,False
2259,0,0,1,1,3,0,1,0,0,0,0,2,0,0,0,1,3,31.0,6440,1,0-12 mois,30-60$,Month-to-Month,93.0,False
3293,0,0,1,1,34,1,2,2,1,1,1,1,1,1,1,1,1,25.6,6359,0,24-48 mois,0-30$,One Year,870.4000000000001,False
6569,1,0,1,0,24,1,2,0,2,0,0,2,0,0,1,1,2,58.35,632,0,12-24 mois,30-60$,One Year,1400.4,False
1092,1,0,0,0,51,1,2,1,0,0,2,0,0,0,0,0,1,80.0,3619,1,48-72 mois,60-90$,Month-to-Month,4080.0,True
6098,0,1,0,0,14,0,1,0,0,0,0,0,2,2,0,1,2,46.35,5330,0,12-24 mois,30-60$,Month-to-Month,648.9,False
5431,1,0,1,0,59,1,2,1,2,2,2,2,2,2,2,0,2,113.75,5240,0,48-72 mois,90+$,Two Year,6711.25,False
158,1,0,0,0,3,1,0,1,0,2,2,0,0,2,0,0,2,90.4,2330,0,0-12 mois,90+$,Month-to-Month,271.20000000000005,False
797,0,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,2,109.3,5687,0,48-72 mois,90+$,Two Year,7104.5,False
1937,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,70.25,2876,1,0-12 mois,60-90$,Month-to-Month,351.25,False
6561,0,0,1,1,59,1,2,0,2,2,2,2,2,2,2,0,1,90.3,4349,0,48-72 mois,90+$,Two Year,5327.7,False
6630,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.25,3797,0,48-72 mois,60-90$,Two Year,4698.0,False
401,0,0,1,1,62,1,0,1,0,2,2,0,2,2,0,1,2,100.15,5077,1,48-72 mois,90+$,Month-to-Month,6209.3,True
1025,1,0,0,0,28,1,2,1,2,2,0,0,0,2,0,1,1,94.5,2309,1,24-48 mois,90+$,Month-to-Month,2646.0,False
2114,1,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,3,60.65,1566,0,0-12 mois,60-90$,Month-to-Month,181.95,False
3400,1,0,0,1,19,1,2,2,1,1,1,1,1,1,0,1,1,24.1,3725,0,12-24 mois,0-30$,Month-to-Month,457.90000000000003,False
4166,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.5,1483,0,0-12 mois,0-30$,Month-to-Month,19.5,False
2053,1,0,0,0,24,1,0,1,0,2,2,2,0,0,0,1,2,85.95,1736,0,12-24 mois,60-90$,Month-to-Month,2062.8,False
6345,1,1,0,0,57,1,0,0,0,0,2,2,0,0,1,1,2,53.5,2637,0,48-72 mois,30-60$,One Year,3049.5,False
3964,0,0,0,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.45,1436,0,48-72 mois,0-30$,Two Year,1832.3999999999999,False
269,1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,0,0,20.5,798,0,48-72 mois,0-30$,Two Year,1373.5,False
3729,1,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,1,20.85,141,0,48-72 mois,0-30$,One Year,1084.2,False
3262,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,1,89.9,5187,0,48-72 mois,60-90$,Two Year,6382.900000000001,False
4798,0,0,1,0,26,1,2,2,1,1,1,1,1,1,1,0,3,26.0,5397,0,24-48 mois,0-30$,One Year,676.0,False
6878,0,0,0,0,35,1,2,1,2,2,2,2,2,2,2,1,3,113.2,3351,0,24-48 mois,90+$,Two Year,3962.0,False
894,0,0,1,1,55,1,0,1,0,0,0,0,0,0,2,1,1,69.05,3287,0,48-72 mois,60-90$,Two Year,3797.75,False
2648,0,0,1,1,33,1,0,2,1,1,1,1,1,1,2,0,3,20.1,5317,0,24-48 mois,0-30$,Two Year,663.3000000000001,False
4454,1,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.65,5951,0,48-72 mois,90+$,Two Year,7894.8,False
2304,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.2,1478,0,0-12 mois,0-30$,Month-to-Month,19.2,False
1584,1,0,0,0,10,0,1,0,0,0,0,0,0,2,0,1,3,33.9,2576,1,0-12 mois,30-60$,Month-to-Month,339.0,False
1499,0,1,1,0,37,1,0,1,0,0,2,2,2,0,0,0,2,90.0,2927,0,24-48 mois,60-90$,Month-to-Month,3330.0,False
2918,1,0,0,0,12,0,1,0,0,2,0,2,0,0,0,0,3,34.0,3756,0,0-12 mois,30-60$,Month-to-Month,408.0,False
1530,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.4,1613,0,0-12 mois,0-30$,One Year,20.4,False
5701,1,0,1,0,62,0,1,0,2,2,0,2,0,0,2,1,1,38.6,1980,0,48-72 mois,30-60$,Two Year,2393.2000000000003,False
1505,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25.25,2151,0,0-12 mois,0-30$,Month-to-Month,25.25,False
4686,0,0,0,0,18,1,2,0,2,0,2,0,0,0,0,1,3,60.6,293,0,12-24 mois,60-90$,Month-to-Month,1090.8,False
1270,1,1,1,0,69,1,2,1,0,2,0,0,2,0,0,1,2,89.95,5012,1,48-72 mois,60-90$,Month-to-Month,6206.55,True
3338,1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.75,811,0,0-12 mois,60-90$,Month-to-Month,149.5,False
703,1,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.6,3535,0,12-24 mois,0-30$,Month-to-Month,391.40000000000003,False
5393,1,0,0,0,12,1,2,1,0,0,0,0,2,0,0,1,2,84.45,113,1,0-12 mois,60-90$,Month-to-Month,1013.4000000000001,False
3180,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.4,1361,0,0-12 mois,0-30$,Month-to-Month,183.6,False
6688,1,0,0,0,27,1,0,0,2,0,2,2,2,2,1,0,2,81.7,1847,0,24-48 mois,60-90$,One Year,2205.9,False
1808,1,0,0,1,27,1,2,1,0,0,0,2,0,0,0,1,2,79.5,1794,1,24-48 mois,60-90$,Month-to-Month,2146.5,False
2672,1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,0,3,89.15,6296,1,0-12 mois,60-90$,Month-to-Month,89.15,False
349,0,1,0,0,24,1,0,2,1,1,1,1,1,1,0,1,3,20.3,3898,0,12-24 mois,0-30$,Month-to-Month,487.20000000000005,False
6808,1,1,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,74.95,75,1,12-24 mois,60-90$,Month-to-Month,1049.3,False
4265,0,1,0,0,32,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1913,1,24-48 mois,60-90$,Month-to-Month,2380.8,False
5735,0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,20.0,1739,0,0-12 mois,0-30$,One Year,220.0,False
6275,1,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,25.0,2146,0,0-12 mois,0-30$,Month-to-Month,25.0,False
2708,1,1,0,1,38,1,2,1,2,0,0,0,0,0,0,1,3,80.45,2746,0,24-48 mois,60-90$,Month-to-Month,3057.1,False
2338,0,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1731,0,0-12 mois,0-30$,Two Year,177.75,False
1462,1,0,1,1,54,1,2,0,2,2,0,2,0,0,2,1,1,65.65,3088,0,48-72 mois,60-90$,Two Year,3545.1000000000004,False
1394,0,0,0,0,29,1,2,0,0,0,0,0,2,2,1,1,1,71.0,1709,0,24-48 mois,60-90$,One Year,2059.0,False
4133,1,1,1,0,44,1,2,1,0,0,2,0,2,0,0,1,2,89.2,3455,0,24-48 mois,60-90$,Month-to-Month,3924.8,False
1036,1,0,1,1,59,1,0,0,2,2,2,2,2,2,2,1,2,86.75,4345,0,48-72 mois,60-90$,Two Year,5118.25,False
3117,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1,2,55.3,1562,1,0-12 mois,30-60$,Month-to-Month,165.89999999999998,False
969,0,0,1,1,18,1,0,0,2,2,0,2,0,0,1,1,3,61.5,169,0,12-24 mois,60-90$,One Year,1107.0,False
2917,1,1,0,0,67,1,2,2,1,1,1,1,1,1,2,0,1,25.1,1157,0,48-72 mois,0-30$,Two Year,1681.7,False
4398,0,0,1,1,22,1,0,0,0,2,0,2,0,0,0,0,2,55.15,376,1,12-24 mois,30-60$,Month-to-Month,1213.3,False
3682,1,0,0,1,33,0,1,0,2,0,0,2,0,0,1,0,1,34.05,218,0,24-48 mois,30-60$,One Year,1123.6499999999999,False
4517,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,132,0,0-12 mois,0-30$,Month-to-Month,99.75,False
1217,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.95,3254,0,0-12 mois,0-30$,Month-to-Month,39.9,False
145,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.7,5120,0,48-72 mois,60-90$,Two Year,6458.400000000001,False
6157,1,0,0,1,9,1,0,2,1,1,1,1,1,1,0,0,3,20.4,1394,0,0-12 mois,0-30$,Month-to-Month,183.6,False
4713,1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,3,26.3,1183,0,48-72 mois,0-30$,Two Year,1762.1000000000001,False
4332,0,0,1,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.95,681,1,12-24 mois,60-90$,Month-to-Month,1359.2,False
1104,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,3,20.7,665,0,0-12 mois,0-30$,Month-to-Month,165.6,False
6164,1,0,0,0,5,0,1,0,2,2,2,2,0,0,0,1,3,43.25,1805,1,0-12 mois,30-60$,Month-to-Month,216.25,False
826,1,0,1,1,23,1,2,0,0,0,0,0,0,0,1,1,1,48.35,128,1,12-24 mois,30-60$,One Year,1112.05,False
1194,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.55,5968,1,0-12 mois,60-90$,Month-to-Month,79.55,False
2750,0,1,1,0,50,1,0,1,0,0,0,0,0,0,0,1,2,71.05,2983,1,48-72 mois,60-90$,Month-to-Month,3552.5,False
4030,1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,1,19.45,3178,0,12-24 mois,0-30$,Two Year,330.65,False
4090,0,0,1,0,68,1,2,1,2,2,2,0,2,2,2,1,0,110.8,5802,0,48-72 mois,90+$,Two Year,7534.4,False
5053,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,2,84.5,6173,1,0-12 mois,60-90$,Month-to-Month,84.5,False
5612,0,1,1,0,25,1,0,1,0,0,0,0,0,0,0,1,2,69.3,1364,0,24-48 mois,60-90$,Month-to-Month,1732.5,False
3286,1,0,0,0,67,0,1,0,2,0,2,2,2,0,1,1,0,49.35,2885,0,48-72 mois,30-60$,One Year,3306.4500000000003,False
6010,1,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,20.35,5552,0,24-48 mois,0-30$,One Year,651.2,False
4161,0,1,1,0,67,1,2,1,2,2,0,0,2,2,1,1,2,105.6,5581,0,48-72 mois,90+$,One Year,7075.2,False
3873,1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,64.45,3932,0,48-72 mois,60-90$,Two Year,4640.400000000001,False
5189,1,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,1,108.6,5863,1,48-72 mois,90+$,Two Year,7710.599999999999,True
972,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,2,49.9,4146,0,0-12 mois,30-60$,Month-to-Month,49.9,False
908,1,0,0,0,46,0,1,0,0,2,0,0,0,0,0,0,0,30.3,687,1,24-48 mois,30-60$,Month-to-Month,1393.8,False
2566,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,1,2,30.4,5910,1,0-12 mois,30-60$,Month-to-Month,60.8,False
4026,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,3817,1,0-12 mois,30-60$,Month-to-Month,45.4,False
6426,0,0,1,0,48,1,0,0,0,2,2,0,0,2,1,1,2,65.65,2691,0,24-48 mois,60-90$,One Year,3151.2000000000003,False
6142,0,0,1,0,61,1,2,1,0,0,2,2,2,2,1,1,0,103.3,5216,0,48-72 mois,90+$,One Year,6301.3,False
1061,0,0,1,0,32,1,0,1,0,2,0,0,0,2,0,0,0,84.15,2235,1,24-48 mois,60-90$,Month-to-Month,2692.8,False
1172,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.45,6100,0,0-12 mois,30-60$,Month-to-Month,88.9,False
167,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.75,4782,1,0-12 mois,0-30$,Month-to-Month,59.25,False
599,0,0,0,0,5,1,0,1,0,0,0,2,0,2,0,1,1,85.4,3622,1,0-12 mois,60-90$,Month-to-Month,427.0,False
3595,0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,0,89.9,5123,0,48-72 mois,60-90$,Two Year,6382.900000000001,False
3634,1,0,1,0,37,1,2,0,2,0,0,0,0,0,0,1,3,55.05,1663,0,24-48 mois,30-60$,Month-to-Month,2036.85,False
656,1,0,1,1,65,1,2,1,0,0,2,2,2,2,2,1,0,104.1,5319,0,48-72 mois,90+$,Two Year,6766.5,False
4573,0,0,0,1,67,1,2,1,0,2,0,2,2,2,1,1,0,106.6,5639,0,48-72 mois,90+$,One Year,7142.2,False
416,1,0,0,1,49,1,2,1,0,0,0,0,0,0,0,0,1,75.2,3169,1,48-72 mois,60-90$,Month-to-Month,3684.8,False
161,1,0,1,1,50,1,2,0,2,0,0,2,2,0,2,1,1,70.5,3020,0,48-72 mois,60-90$,Two Year,3525.0,False
5192,1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,2,19.6,3498,0,24-48 mois,0-30$,One Year,490.00000000000006,False
1972,0,0,0,1,17,1,2,0,0,0,2,0,0,0,1,1,3,55.85,6411,1,12-24 mois,30-60$,One Year,949.45,False
5299,0,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.05,999,0,48-72 mois,0-30$,Two Year,1539.2,False
5033,1,0,1,0,25,0,1,0,0,0,2,0,2,0,1,1,1,38.1,6483,0,24-48 mois,30-60$,One Year,952.5,False
5760,1,1,0,0,23,1,2,1,0,2,2,0,2,2,0,1,2,106.4,2130,1,12-24 mois,90+$,Month-to-Month,2447.2000000000003,False
5725,1,1,1,0,24,0,1,0,0,0,2,2,0,0,0,0,3,34.25,6123,0,12-24 mois,30-60$,Month-to-Month,822.0,False
1134,0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3267,0,24-48 mois,90+$,Month-to-Month,3701.85,False
5569,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,1,2,68.65,887,0,12-24 mois,60-90$,Month-to-Month,1441.65,False
3610,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.8,3823,0,0-12 mois,30-60$,Month-to-Month,45.8,False
4004,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,75.75,5897,0,0-12 mois,60-90$,Month-to-Month,757.5,False
4969,1,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.4,4608,1,0-12 mois,60-90$,Month-to-Month,506.40000000000003,False
1220,1,0,1,0,51,1,2,1,2,2,0,0,0,2,1,1,1,96.4,4159,0,48-72 mois,90+$,One Year,4916.400000000001,False
1209,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,1440,0,0-12 mois,0-30$,Month-to-Month,205.5,False
5213,0,0,0,0,6,0,1,0,2,2,0,2,0,2,0,0,1,50.95,2667,0,0-12 mois,30-60$,Month-to-Month,305.70000000000005,False
6491,1,0,1,1,47,1,2,0,2,2,2,2,2,2,2,1,3,90.5,3673,0,24-48 mois,90+$,Two Year,4253.5,False
6673,0,0,1,1,61,1,2,0,2,2,2,2,0,2,1,1,2,79.4,4073,0,48-72 mois,60-90$,One Year,4843.400000000001,False
4071,0,0,0,0,52,0,1,0,2,2,2,0,2,2,2,1,0,58.75,2639,0,48-72 mois,30-60$,Two Year,3055.0,False
3130,0,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,1755,0,24-48 mois,30-60$,Month-to-Month,2080.75,False
3947,1,0,1,0,71,1,2,1,0,2,2,0,2,2,1,1,0,105.7,5758,0,48-72 mois,90+$,One Year,7504.7,False
2966,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,2,56.25,3328,1,0-12 mois,30-60$,Month-to-Month,337.5,False
5170,1,0,1,0,45,1,0,0,2,0,2,0,0,0,2,0,1,53.3,1936,0,24-48 mois,30-60$,Two Year,2398.5,False
